Age,Income,Family,ZIP Code,Education,CCAvg,Experience,Personal Loan,Mortgage,Securities Account,CD Account,Online,CreditCard
65,98,3,95064,2,1/80,40,No,333,No,No,No,No
39,52,3,92093,1,2/33,15,No,0,No,No,Yes,No
51,55,1,93955,2,1/30,26,No,236,No,No,No,Yes
30,64,4,94305,1,3/40,6,No,117,No,No,No,No
65,128,1,90740,1,2/50,40,No,162,No,No,Yes,No
38,113,4,94720,2,1/70,13,Yes,0,No,No,No,Yes
29,50,3,94010,2,1/10,3,No,0,No,No,No,Yes
42,54,4,94010,2,2/20,18,No,0,No,No,No,No
63,129,1,91326,1,0/90,38,No,366,No,No,Yes,No
46,82,4,94523,1,0/40,21,No,0,No,No,No,No
62,100,4,90277,2,1/70,38,No,0,No,No,Yes,No
58,44,4,94111,1,2/20,34,No,0,Yes,No,No,No
56,164,4,94610,2,0/50,30,Yes,234,No,Yes,Yes,Yes
56,81,2,92373,1,3/70,31,No,121,No,No,Yes,Yes
34,71,1,95003,1,0/10,10,No,257,No,No,Yes,Yes
42,28,1,92866,3,0/50,17,No,90,No,No,No,No
30,80,3,92399,1,1/50,6,No,219,No,No,Yes,No
61,90,4,95814,2,1/90,35,No,0,No,No,Yes,No
38,74,1,90274,2,3/60,14,No,0,No,No,Yes,Yes
50,14,2,95762,3,0/70,25,No,0,Yes,No,Yes,No
61,23,2,91754,2,0/50,36,No,103,No,No,Yes,No
41,153,1,92121,1,1/70,17,No,337,No,No,No,Yes
42,38,3,94087,3,0/90,16,No,0,No,No,No,No
29,112,2,94720,2,2/00,5,No,382,Yes,No,No,No
51,145,1,90025,1,8/10,26,No,397,No,No,No,Yes
32,28,2,94025,2,0/30,6,No,88,No,No,Yes,No
34,31,4,94115,3,1/10,9,No,0,No,No,Yes,Yes
26,195,1,94546,1,6/33,2,No,0,No,No,Yes,Yes
54,50,3,92037,3,2/00,24,No,0,No,No,Yes,Yes
38,71,4,95136,3,2/00,14,No,0,No,No,No,No
62,21,3,95616,3,0/30,36,No,0,No,No,No,No
37,35,2,90044,3,0/80,11,No,125,No,No,No,No
46,42,1,92691,1,2/40,21,No,0,No,No,Yes,Yes
52,78,4,92008,3,3/60,27,No,141,No,No,Yes,No
32,73,4,94305,2,2/20,6,No,0,No,No,No,No
49,53,2,95134,3,1/00,25,No,181,No,No,No,No
28,51,2,94086,3,1/60,3,No,123,No,No,No,No
55,40,2,95521,3,2/30,30,No,0,No,No,Yes,No
52,178,1,94234,1,1/00,26,No,0,No,No,No,No
32,35,2,94005,1,0/30,6,No,0,No,No,No,Yes
31,192,1,90250,2,0/00,7,Yes,0,No,No,Yes,No
27,123,1,95138,1,5/40,3,No,0,No,No,No,No
32,48,2,94022,2,1/67,5,No,0,Yes,Yes,Yes,Yes
52,45,3,91604,2,0/60,26,No,0,No,No,No,No
52,15,1,95064,1,0/20,28,No,0,No,No,Yes,No
50,79,1,94304,1,0/30,24,No,120,No,No,Yes,No
32,63,4,90024,2,2/00,5,No,0,Yes,No,Yes,No
61,30,2,94720,3,0/20,35,No,0,No,No,Yes,No
60,145,4,95616,1,6/90,36,Yes,380,No,No,No,Yes
28,32,3,90095,2,1/00,4,No,0,No,No,No,No
34,64,2,92346,1,0/10,9,No,224,No,No,Yes,Yes
31,84,1,92692,1,0/10,7,No,0,No,No,Yes,No
31,21,1,94309,2,0/40,5,No,0,No,No,Yes,No
62,99,4,95014,2,1/70,38,No,0,No,No,Yes,No
47,35,2,94304,1,1/30,22,No,0,No,No,Yes,No
50,180,1,94539,1,1/70,24,No,0,No,No,Yes,Yes
36,42,1,93555,1,1/33,12,No,0,No,No,Yes,No
51,42,4,90245,3,0/10,27,No,0,No,No,No,No
52,180,2,94545,2,9/00,25,Yes,297,No,No,Yes,No
35,82,4,94131,1,3/40,11,No,0,No,No,No,No
42,55,2,91355,1,0/70,16,No,149,No,No,No,No
36,79,2,90041,1,2/20,12,No,0,No,No,Yes,No
41,48,2,92831,3,0/60,17,No,215,No,No,No,Yes
49,93,1,93117,1,2/70,25,No,0,Yes,No,Yes,No
57,23,2,92126,3,0/20,32,No,0,No,No,No,No
44,50,3,95670,1,2/33,20,No,200,No,No,No,No
60,85,2,91367,1,2/00,34,No,0,No,No,Yes,No
38,35,1,95051,2,1/50,14,No,97,No,No,Yes,No
26,171,3,93943,2,6/00,2,Yes,0,No,No,Yes,No
29,29,4,90266,2,1/50,2,No,0,No,No,No,Yes
59,84,1,94588,3,1/80,35,No,0,No,No,Yes,Yes
51,20,4,90401,2,0/50,27,No,0,No,No,Yes,No
50,14,1,94124,3,0/40,25,No,0,No,No,Yes,Yes
35,179,1,91942,1,8/60,10,No,357,No,No,No,No
61,48,1,91910,1,0/80,37,No,158,No,No,Yes,No
42,74,1,90066,1,2/80,16,No,0,No,No,Yes,No
55,53,1,95134,1,1/40,29,No,0,No,No,No,No
50,83,1,92007,2,2/80,25,No,0,No,No,Yes,Yes
64,171,2,90034,1,2/10,40,No,433,No,No,No,No
54,85,4,92028,1,4/90,28,No,0,No,No,Yes,No
50,38,4,95039,2,0/90,26,No,0,No,No,Yes,No
31,85,3,92130,1,1/60,5,No,157,No,No,Yes,Yes
32,79,1,92115,1,0/10,8,No,0,No,No,No,No
44,69,4,92129,1,0/40,19,No,0,No,No,No,No
60,43,3,94720,3,0/90,35,No,0,No,No,Yes,Yes
60,33,2,91107,1,0/30,34,No,101,No,No,Yes,No
62,42,3,95747,3,0/10,38,No,149,No,No,No,Yes
46,40,4,94025,3,1/90,21,No,122,No,No,Yes,No
57,43,1,91902,3,1/80,33,No,0,No,No,No,No
30,20,4,94545,3,0/50,5,No,117,No,No,No,No
58,65,3,95621,1,2/50,32,No,222,No,No,Yes,No
39,139,3,95616,1,3/40,13,Yes,483,No,No,Yes,No
60,135,3,92612,3,0/30,35,Yes,0,No,No,Yes,No
59,84,3,94043,3,1/60,34,No,0,No,No,Yes,No
50,179,1,92612,3,2/90,26,Yes,0,No,No,No,Yes
63,45,4,92870,2,1/30,39,No,86,No,No,No,No
27,109,2,93023,1,2/50,3,No,0,No,No,Yes,No
54,34,4,93305,3,0/10,29,No,0,No,No,Yes,No
62,162,1,95051,1,1/30,37,No,0,No,No,Yes,No
60,105,2,92103,1,1/40,34,No,0,No,No,Yes,No
38,22,3,91380,2,0/20,12,No,0,No,No,Yes,No
34,82,2,91775,1,1/80,8,No,178,No,No,Yes,Yes
65,105,4,95616,2,1/70,41,No,230,Yes,No,Yes,No
55,62,1,91711,3,1/80,31,No,0,No,No,Yes,No
57,82,2,95032,1,2/00,31,No,83,No,No,No,Yes
27,72,4,95616,1,0/00,3,No,0,No,No,Yes,No
35,38,4,95762,1,1/70,10,No,0,No,No,Yes,Yes
52,25,4,90212,1,1/00,28,No,0,No,No,No,No
45,20,1,94107,3,0/75,15,No,0,No,No,Yes,No
29,80,4,94305,2,1/80,3,No,0,No,No,Yes,Yes
44,84,3,91330,1,1/10,18,No,0,No,No,No,No
47,33,1,90095,1,1/00,23,No,0,No,No,Yes,Yes
62,55,3,95039,3,0/90,37,No,0,No,No,Yes,No
52,33,2,90095,2,0/70,27,No,0,No,No,No,Yes
47,190,4,92831,3,0/30,23,Yes,305,No,No,No,No
42,43,1,91107,3,0/30,18,No,158,No,No,No,No
65,45,3,95521,3,0/10,41,No,0,No,No,Yes,No
42,141,1,93407,1,3/50,18,No,0,No,No,No,No
40,69,4,92009,1,2/40,16,No,0,No,No,Yes,No
32,78,4,90401,2,0/10,8,No,0,No,No,Yes,No
40,84,1,94521,3,3/70,15,No,0,No,No,Yes,No
55,172,1,95064,2,5/20,29,Yes,0,No,No,No,No
32,51,4,93109,1,0/20,6,No,154,Yes,No,No,Yes
58,75,1,92121,3,1/40,28,No,0,No,No,Yes,No
46,183,1,91605,2,3/10,22,Yes,0,No,Yes,Yes,Yes
53,20,4,92123,3,0/40,23,No,0,No,No,Yes,Yes
63,101,2,94306,3,3/90,39,Yes,294,No,No,Yes,No
40,129,1,90089,3,5/90,14,Yes,0,No,No,Yes,No
41,63,2,90745,1,3/20,17,No,0,No,No,No,No
60,44,4,92126,1,2/10,35,No,0,No,No,No,No
65,184,1,91302,3,5/40,39,Yes,176,No,Yes,Yes,Yes
59,100,2,95064,1,2/00,33,No,127,No,No,No,No
48,12,3,90058,1,0/40,24,No,0,No,No,No,No
59,68,2,94105,3,2/30,33,No,128,Yes,No,Yes,No
33,48,1,94019,1,1/00,8,No,212,No,No,Yes,No
40,82,2,93101,1,0/40,15,No,0,No,No,No,No
42,52,2,94061,1,2/50,18,No,0,No,No,No,No
65,154,2,92008,2,4/60,41,Yes,0,Yes,Yes,Yes,Yes
30,39,1,91105,1,1/50,4,No,0,No,No,No,Yes
30,40,1,91605,1,0/30,4,No,0,No,Yes,Yes,Yes
42,54,4,94720,3,1/90,17,No,164,No,No,No,No
32,32,2,94143,2,1/00,8,No,103,No,Yes,Yes,Yes
55,64,2,90250,3,2/30,30,No,0,No,No,No,No
29,92,2,94539,1,1/30,3,No,287,No,No,Yes,No
64,40,1,91330,3,2/50,38,No,94,No,No,Yes,Yes
37,60,3,96651,3,0/50,11,No,0,No,No,Yes,No
31,85,2,95828,1,1/30,5,No,119,No,No,Yes,Yes
31,35,1,95064,3,0/60,5,No,171,No,No,No,No
32,52,2,92660,1,0/10,7,No,0,No,No,Yes,No
58,128,1,90058,1,7/40,34,No,0,No,No,No,No
26,195,1,90245,1,6/33,2,No,0,No,No,No,No
51,68,2,92647,2,1/50,25,No,117,No,No,No,Yes
65,55,2,93106,1,1/10,41,No,0,No,No,No,No
43,55,1,90266,1,0/20,17,No,0,No,No,Yes,No
46,80,4,95054,1,0/40,21,No,0,No,No,Yes,Yes
28,123,1,92007,1,0/80,3,No,146,No,No,No,No
63,90,4,94105,2,1/90,37,No,106,Yes,No,Yes,No
59,61,1,94025,3,1/40,29,No,0,No,No,No,No
42,41,3,94610,2,2/50,15,No,0,No,No,Yes,No
58,43,2,94720,3,1/60,33,No,0,No,No,Yes,No
39,71,3,95822,1,0/10,13,No,162,Yes,No,Yes,No
36,25,4,95051,1,1/00,12,No,0,No,No,Yes,No
60,154,1,90740,2,3/00,33,Yes,0,Yes,Yes,Yes,No
47,141,1,90095,1,2/40,21,No,0,No,No,No,No
29,22,2,92661,3,0/90,4,No,110,No,No,No,No
52,145,2,94131,1,6/80,28,No,0,No,No,Yes,No
41,49,3,92122,3,0/50,16,No,0,No,No,Yes,No
63,109,1,90740,1,2/00,37,No,0,No,No,Yes,No
59,80,3,90086,1,0/50,34,No,0,No,No,Yes,Yes
44,82,4,94555,2,1/40,20,No,201,No,No,Yes,Yes
54,52,4,94102,1,2/50,28,No,0,No,No,Yes,No
29,85,3,90232,1,2/50,5,No,0,No,No,Yes,Yes
51,148,1,90024,1,1/00,25,No,0,No,No,No,No
63,160,2,91330,1,2/10,39,No,0,No,No,No,Yes
36,39,4,90095,1,1/70,11,No,0,No,No,Yes,No
42,25,2,94304,3,0/80,16,No,0,No,No,No,Yes
51,33,1,93033,3,1/40,25,No,0,No,No,Yes,Yes
47,38,3,92115,2,2/50,20,No,0,No,No,No,No
40,85,4,92677,3,0/20,16,No,0,No,No,Yes,Yes
54,48,1,93022,1,0/20,28,No,0,No,No,Yes,No
47,15,4,95207,3,0/60,21,No,77,No,No,Yes,No
35,94,1,91343,1,0/00,10,No,174,No,No,Yes,No
28,120,2,92333,1,0/60,4,No,0,No,No,Yes,No
45,60,1,91911,3,0/70,19,No,159,No,No,Yes,No
33,145,2,94303,1,4/33,9,No,277,No,No,No,Yes
62,29,2,91107,3,0/70,36,No,0,No,No,No,No
45,78,3,92129,2,2/67,18,No,0,No,No,Yes,No
59,59,4,90005,2,1/20,35,No,0,No,No,Yes,No
58,80,2,91116,3,4/50,28,No,0,No,No,No,Yes
52,180,1,94305,1,1/00,26,No,0,No,No,Yes,Yes
34,8,3,94710,2,0/10,8,No,83,No,No,Yes,No
65,23,1,91711,3,1/50,35,No,0,No,No,Yes,No
48,79,2,92124,3,3/80,23,No,0,No,No,Yes,No
44,78,2,92064,3,3/80,19,No,268,No,No,No,No
61,64,1,92028,2,0/00,37,No,0,No,No,No,Yes
40,64,4,91320,3,0/20,14,No,0,No,No,Yes,Yes
65,160,4,94803,1,3/80,39,Yes,237,No,No,Yes,No
28,43,1,91304,3,1/00,4,No,102,No,No,No,No
67,32,1,93943,3,1/10,42,No,0,No,No,No,Yes
35,179,2,91125,1,0/00,9,No,76,Yes,No,Yes,No
60,8,1,94143,1,0/10,35,No,0,No,No,Yes,No
58,63,1,92717,1,1/60,32,No,0,Yes,No,Yes,No
55,40,2,94126,3,2/30,30,No,0,Yes,No,Yes,No
34,99,4,90245,2,2/20,9,No,155,No,No,Yes,No
35,141,2,93022,2,4/50,9,Yes,0,No,No,No,No
28,159,1,93907,1,1/50,4,No,0,No,No,Yes,Yes
38,39,2,95825,1,0/30,12,No,174,No,No,Yes,No
62,99,4,91604,2,1/70,38,No,0,No,No,No,No
30,18,4,95020,2,0/30,4,No,0,No,No,Yes,Yes
38,38,2,94553,1,0/30,12,No,0,No,No,Yes,Yes
33,133,1,90024,1,0/00,8,No,0,No,No,Yes,No
58,84,2,91380,1,2/80,34,No,0,No,No,Yes,Yes
59,60,1,90089,2,0/00,35,No,0,No,No,Yes,Yes
52,178,3,92647,3,5/40,28,Yes,147,No,No,Yes,No
36,18,1,91330,3,0/50,12,No,0,No,No,No,Yes
45,73,1,95020,3,0/80,21,No,0,No,No,Yes,No
49,125,1,94022,1,7/30,23,No,0,No,No,No,No
52,91,1,92173,2,4/30,26,Yes,0,No,Yes,Yes,Yes
54,74,2,95014,1,1/10,28,No,0,No,No,Yes,No
30,35,2,92130,2,0/30,4,No,0,Yes,No,No,Yes
65,113,1,90036,1,2/00,39,No,0,No,No,Yes,Yes
34,52,4,94720,2,2/20,8,No,0,No,No,No,No
30,191,2,92028,2,4/40,6,Yes,0,No,No,Yes,No
51,18,1,92109,3,0/30,25,No,93,No,No,No,Yes
52,25,2,95138,1,0/00,27,No,0,No,No,Yes,Yes
43,50,4,91006,3,1/90,18,No,0,No,No,No,No
35,75,4,93940,3,0/70,10,No,0,No,No,Yes,Yes
56,92,2,92647,3,4/50,26,No,0,Yes,No,No,Yes
57,33,2,95747,2,2/00,32,No,0,No,No,Yes,No
58,65,3,90266,3,2/20,32,No,0,No,No,No,No
53,44,3,91604,1,1/70,28,No,0,No,No,No,No
45,183,2,95211,1,1/40,21,No,354,No,No,No,No
44,175,2,96150,1,1/40,20,No,0,No,No,Yes,Yes
54,28,4,94305,3,1/50,28,No,0,No,No,Yes,Yes
41,49,4,92130,2,2/20,17,No,0,No,No,No,No
52,45,4,92697,1,1/80,26,No,0,No,No,Yes,No
43,64,4,95053,3,3/00,17,Yes,221,No,No,Yes,No
63,22,3,92115,3,0/10,38,No,90,No,No,Yes,No
54,120,1,95039,1,7/40,30,No,119,No,No,Yes,Yes
33,175,2,92354,1,6/70,8,No,102,No,No,Yes,No
41,104,1,92037,3,1/00,16,No,0,No,No,Yes,No
40,155,4,94002,3,0/10,16,Yes,0,No,Yes,Yes,Yes
43,58,1,95747,1,2/40,18,No,0,No,No,No,No
36,80,4,94608,2,2/20,10,No,0,No,No,Yes,No
57,45,1,94117,3,1/80,33,No,195,No,No,No,No
34,134,1,94550,1,4/60,9,No,164,Yes,No,Yes,No
38,58,4,91709,3,2/00,14,No,153,Yes,No,No,No
47,20,1,94066,1,0/20,21,No,0,No,No,Yes,Yes
39,25,4,90304,3,1/50,13,No,0,No,No,Yes,No
45,55,1,94588,1,0/30,20,No,0,No,No,Yes,Yes
62,155,1,93943,1,1/30,37,No,0,No,No,No,No
59,30,1,92084,1,1/30,34,No,0,No,No,Yes,Yes
61,39,4,92096,1,0/40,37,No,0,No,No,Yes,Yes
36,73,4,95617,3,2/00,12,No,188,No,No,Yes,No
58,41,4,94608,1,1/30,34,No,0,No,No,Yes,No
55,34,4,95820,3,0/10,30,No,157,No,No,Yes,No
29,21,3,90601,3,0/90,5,No,119,No,No,No,No
34,11,4,91320,1,0/30,8,No,0,Yes,Yes,Yes,Yes
61,154,2,92704,1,6/90,35,No,0,No,No,No,No
50,19,4,92612,3,0/40,20,No,0,No,No,No,No
52,101,2,93407,2,2/40,26,No,0,No,No,Yes,No
39,24,1,92123,1,1/00,15,No,116,No,No,Yes,Yes
55,131,2,92675,1,2/70,29,No,0,Yes,No,No,No
33,105,1,95136,1,4/00,9,No,0,No,No,Yes,No
47,52,1,94720,2,1/20,21,No,194,No,No,No,No
57,21,4,92037,2,0/90,32,No,113,Yes,No,No,No
57,45,3,94305,1,1/40,31,No,198,No,No,Yes,No
40,39,1,93117,1,2/00,14,No,0,No,No,Yes,No
50,192,2,94115,1,2/80,25,No,238,No,No,No,Yes
29,195,1,94301,1,4/30,5,No,0,No,No,No,No
46,83,3,95616,1,0/70,22,No,0,No,No,No,No
42,34,3,91302,2,1/00,15,No,0,Yes,No,Yes,No
59,49,4,93009,2,1/70,33,No,104,No,No,Yes,No
31,60,4,94143,3,4/00,1,No,244,No,No,No,No
51,41,4,94939,1,1/80,25,No,0,No,No,No,No
35,72,3,91320,1,2/30,10,No,285,No,No,No,No
59,102,4,92677,2,3/00,35,Yes,115,No,No,Yes,No
35,31,3,95605,1,1/30,10,No,0,No,No,No,No
46,73,1,93106,2,1/50,20,No,128,No,No,Yes,No
34,89,1,91763,1,0/00,9,No,0,No,No,Yes,No
55,19,4,92109,3,0/70,29,No,121,Yes,No,No,Yes
64,63,4,94706,2,1/20,40,No,0,No,No,Yes,No
34,104,3,95758,3,1/20,9,No,0,No,No,Yes,No
61,40,1,95064,2,0/80,35,No,128,No,No,Yes,No
63,92,2,94710,3,0/00,39,No,0,No,No,Yes,No
59,72,2,92350,2,0/70,33,No,226,No,No,No,No
51,44,3,94305,2,1/90,27,No,141,No,No,No,No
41,114,4,94705,1,3/50,16,Yes,0,No,No,No,Yes
37,73,4,95758,1,2/40,13,No,0,No,No,No,No
64,63,4,91711,2,1/20,40,No,0,Yes,No,No,Yes
44,69,1,92028,3,0/80,20,No,184,No,Yes,Yes,Yes
62,42,3,92106,1,1/50,37,No,0,No,No,Yes,No
50,88,1,90037,1,2/70,26,No,0,No,No,Yes,No
43,98,2,92131,1,0/40,18,No,0,No,No,Yes,No
34,65,1,92093,1,3/00,8,Yes,227,No,No,Yes,No
38,12,2,94143,2,0/30,13,No,104,Yes,No,Yes,No
29,122,4,94305,1,3/00,5,Yes,0,No,No,No,Yes
39,12,2,92093,3,0/00,14,No,0,No,No,No,No
53,24,2,94105,1,0/20,29,No,0,No,No,No,Yes
43,170,4,92037,1,4/25,19,Yes,318,No,Yes,Yes,Yes
61,184,4,92028,2,2/30,36,Yes,342,No,Yes,Yes,Yes
46,25,4,93401,3,0/60,20,No,125,No,No,No,No
57,131,2,90502,1,2/70,31,No,0,No,No,No,No
59,50,2,94122,3,2/30,33,No,0,No,No,No,Yes
52,21,2,94035,1,0/40,28,No,0,Yes,No,Yes,No
29,55,3,95616,2,1/10,3,No,0,No,No,Yes,No
57,124,1,90049,2,0/20,32,Yes,0,No,No,Yes,No
49,58,4,95819,1,2/60,23,No,188,No,No,No,No
39,72,2,95817,1,2/80,13,No,0,No,No,Yes,No
56,192,1,90089,3,7/00,31,Yes,0,No,Yes,Yes,No
63,83,3,91320,2,1/80,38,No,0,No,No,Yes,No
37,93,1,90025,1,2/80,12,No,0,Yes,No,Yes,No
56,38,3,94305,3,1/00,26,No,110,Yes,No,Yes,No
45,55,4,92606,3,1/90,20,No,164,Yes,No,No,No
66,11,3,92325,3,0/10,41,No,0,Yes,No,No,Yes
40,85,2,94550,1,0/40,15,No,0,Yes,No,No,No
50,124,1,93305,1,4/90,24,No,266,No,No,Yes,No
60,129,2,92028,1,6/00,36,No,0,No,No,Yes,No
31,180,1,93407,1,4/30,7,No,0,No,No,No,No
40,74,4,90245,2,1/40,14,No,0,No,No,Yes,No
36,138,1,92152,3,7/00,6,Yes,86,No,No,Yes,No
55,111,2,90502,3,3/60,29,Yes,0,No,No,No,Yes
54,83,3,93555,1,0/80,28,No,0,No,No,Yes,No
35,33,4,90266,1,1/70,10,No,87,No,No,Yes,No
55,21,4,92028,3,0/70,29,No,0,No,No,No,No
36,35,2,94608,1,0/30,10,No,98,No,No,Yes,No
66,105,1,93023,3,0/80,41,No,0,Yes,Yes,Yes,Yes
38,103,1,94305,2,0/80,14,No,0,No,No,No,Yes
58,75,2,92096,3,2/30,32,No,0,No,No,No,No
41,33,1,94550,1,0/70,17,No,104,No,No,No,No
60,52,4,94305,2,1/70,34,No,0,Yes,No,Yes,No
47,89,1,94920,2,2/60,23,No,0,Yes,Yes,Yes,Yes
62,63,1,93109,3,2/50,36,No,0,No,No,No,No
48,84,4,94402,2,3/10,23,Yes,0,Yes,Yes,Yes,No
61,44,4,91302,1,2/10,36,No,0,No,No,No,No
29,29,3,94720,1,1/00,3,No,0,No,No,Yes,Yes
45,29,1,90005,3,0/30,21,No,0,No,No,Yes,No
39,22,2,94035,2,0/30,14,No,0,No,No,Yes,No
31,53,4,92093,1,2/20,6,No,114,No,No,Yes,No
39,24,2,94611,2,0/30,14,No,0,No,No,Yes,No
63,153,1,90045,1,1/30,38,No,455,No,No,No,No
28,31,2,90024,2,0/30,2,No,0,Yes,No,Yes,No
56,21,2,94542,2,0/70,30,No,0,No,No,Yes,No
31,180,2,93108,1,6/70,6,No,0,No,No,No,No
46,82,3,91016,2,0/70,20,No,0,No,No,Yes,Yes
42,90,4,95064,1,0/80,18,No,245,Yes,No,No,No
53,154,4,93407,3,7/40,29,Yes,0,No,No,No,No
41,99,2,92096,2,1/80,17,No,0,No,No,Yes,Yes
61,153,1,91105,2,2/60,36,Yes,0,Yes,Yes,No,Yes
31,93,2,95032,2,3/10,5,Yes,0,No,No,Yes,No
62,53,1,92121,2,0/00,38,No,0,No,No,No,No
59,18,3,95814,2,1/30,34,No,104,No,Yes,Yes,Yes
49,70,1,91330,1,2/90,24,No,0,No,No,No,No
65,100,4,92122,3,1/70,39,No,0,No,No,No,Yes
30,193,3,94022,3,6/30,6,Yes,0,No,No,Yes,No
32,125,1,95133,1,0/00,7,No,0,No,No,Yes,Yes
56,68,2,94571,3,0/00,31,No,0,Yes,No,Yes,No
36,55,1,90009,1,2/00,10,No,95,No,No,Yes,No
58,152,4,92182,3,3/60,34,Yes,0,No,No,No,No
27,84,3,95814,1,1/50,3,No,0,No,No,Yes,Yes
41,13,2,91125,3,0/00,16,No,0,No,No,Yes,No
59,33,4,91355,1,0/40,35,No,131,No,No,No,Yes
56,89,4,92096,2,1/00,32,No,90,Yes,No,Yes,No
52,93,1,91745,1,2/40,26,No,0,No,No,Yes,No
35,68,4,90509,3,1/80,5,No,0,No,No,No,No
47,85,2,93106,2,1/70,21,No,0,No,No,No,Yes
29,73,1,95039,2,0/80,4,No,0,No,No,Yes,No
31,83,4,92131,2,2/20,6,No,106,No,No,Yes,No
62,158,2,94301,3,6/30,36,Yes,0,No,No,Yes,No
48,182,4,92626,3,6/00,18,Yes,0,No,No,Yes,No
26,24,2,96651,3,0/90,1,No,123,No,No,No,Yes
60,102,2,94305,1,2/00,34,No,0,No,No,Yes,Yes
35,53,3,91355,1,2/80,11,No,0,No,No,No,No
40,175,2,92646,1,3/30,15,No,0,No,No,Yes,No
31,28,3,94538,1,1/00,5,No,0,No,No,Yes,No
50,14,4,92037,1,0/80,25,No,0,No,No,Yes,No
33,139,1,95828,3,4/00,7,Yes,106,No,Yes,Yes,Yes
37,34,3,95747,1,0/90,11,No,0,No,No,Yes,No
38,64,1,92093,3,1/50,14,No,0,No,No,No,Yes
63,84,4,94607,2,0/10,38,No,0,No,No,No,No
57,42,3,95070,2,0/50,32,No,0,Yes,No,Yes,No
61,63,1,91605,1,1/60,35,No,0,No,No,Yes,No
37,100,3,92735,3,1/20,12,No,341,No,No,Yes,Yes
51,190,2,95138,2,4/20,25,Yes,0,No,No,Yes,No
44,22,1,90024,1,1/00,20,No,91,No,No,No,No
63,20,1,90066,2,0/80,37,No,0,Yes,No,No,Yes
43,21,2,95037,2,1/40,18,No,0,No,No,Yes,Yes
38,25,4,95135,2,0/40,14,No,101,No,No,Yes,No
34,20,4,92648,3,1/10,9,No,0,No,No,Yes,No
48,173,3,94546,1,0/20,23,Yes,0,No,Yes,Yes,Yes
29,81,2,94115,1,2/50,5,No,0,No,No,No,Yes
37,139,2,95814,2,0/80,11,Yes,421,No,No,Yes,No
60,119,2,90266,1,3/90,35,No,0,Yes,No,Yes,No
46,74,4,92821,3,2/60,20,No,104,No,No,Yes,No
34,42,1,92173,2,1/50,10,No,131,No,No,No,No
56,73,2,94035,1,1/10,30,No,0,No,No,No,No
57,114,4,94590,1,5/20,31,Yes,0,Yes,Yes,Yes,No
62,44,2,92093,3,1/00,36,No,0,No,No,No,No
32,141,2,90005,1,4/33,8,No,0,No,No,No,No
51,14,2,92182,1,0/00,26,No,103,No,No,Yes,No
55,33,2,92660,3,0/40,29,No,0,No,No,No,No
60,83,2,94028,1,2/00,34,No,249,No,No,No,No
40,89,4,90011,1,0/80,16,No,155,No,No,Yes,No
62,39,4,96003,1,2/20,38,No,0,Yes,No,Yes,No
63,83,3,90025,3,2/00,39,No,0,No,No,Yes,Yes
60,108,2,92152,1,2/00,34,No,359,No,No,Yes,No
59,21,3,92028,2,1/30,34,No,0,No,No,Yes,Yes
26,102,1,95521,1,1/90,1,No,0,No,No,No,No
56,48,1,94117,3,1/60,32,No,0,No,No,No,Yes
58,32,3,93014,1,1/40,32,No,0,No,No,Yes,No
57,43,1,95616,1,0/20,31,No,0,No,No,No,No
48,35,4,94025,2,0/40,23,No,118,No,No,No,No
30,184,1,91911,1,6/00,6,No,0,No,No,Yes,No
45,140,2,91024,1,7/60,21,No,132,No,No,No,No
64,32,3,90065,2,0/70,38,No,0,No,No,Yes,Yes
44,149,1,92121,1,1/70,20,No,0,No,No,Yes,No
51,15,4,94720,3,0/60,25,No,0,No,No,No,Yes
43,71,3,90089,2,2/33,16,No,0,No,No,No,No
29,108,4,94304,2,1/80,3,No,0,No,No,No,No
56,122,2,93555,1,0/50,30,No,0,No,No,No,Yes
65,40,3,94542,3,0/10,41,No,0,No,No,Yes,No
46,198,2,95521,1,6/67,22,No,0,No,No,No,Yes
48,79,4,90245,2,1/40,24,No,0,Yes,No,No,Yes
56,84,1,92672,3,0/10,31,No,0,No,No,Yes,No
61,31,3,92374,2,0/40,37,No,0,No,No,No,Yes
46,12,4,90250,3,0/60,20,No,0,No,No,No,Yes
58,88,2,93555,1,1/60,34,No,0,No,No,Yes,Yes
31,29,2,95405,2,0/30,5,No,131,No,No,Yes,Yes
27,201,1,95819,1,6/33,3,No,158,No,No,Yes,No
44,20,1,92780,3,1/40,20,No,0,No,No,No,No
44,15,1,90405,1,1/00,20,No,0,No,No,Yes,No
51,155,2,94720,1,0/40,27,No,107,No,No,No,Yes
39,25,3,95370,2,0/20,13,No,0,No,No,Yes,No
32,200,2,91330,1,6/50,8,No,565,No,No,Yes,No
33,101,1,93727,2,2/70,7,No,233,No,No,No,No
40,19,4,92028,2,0/40,16,No,0,No,No,Yes,Yes
36,188,2,91304,1,6/50,12,No,0,No,No,Yes,Yes
52,8,1,95060,1,0/30,28,No,0,No,No,Yes,No
54,59,2,92867,3,2/30,29,No,152,No,No,Yes,No
26,72,4,92647,1,2/60,2,No,0,Yes,Yes,Yes,No
39,55,1,95821,3,1/50,15,No,0,No,No,Yes,No
46,24,3,90025,2,0/67,19,No,0,No,No,Yes,No
57,19,1,95348,1,1/30,32,No,0,No,No,Yes,No
59,71,2,91335,3,2/30,33,No,150,No,No,Yes,Yes
